Date,Interval,Calls,#_day_of_week,day_of_week,#_intervals,#_int_in_hour,Calls\hours,Month,Year
2018-03-19,4560,332,0,Monday,96,24.0,13,3,2018
2018-03-20,4560,333,1,Tuesday,96,24.0,13,3,2018
2018-03-21,4560,320,2,Wednesday,96,24.0,13,3,2018
2018-03-22,4560,336,3,Thursday,96,24.0,14,3,2018
2018-03-23,4560,305,4,Friday,96,24.0,12,3,2018
2018-03-24,4560,90,5,Saturday,96,24.0,3,3,2018
2018-03-25,4560,0,6,Sunday,96,24.0,0,3,2018
2018-03-26,4560,378,0,Monday,96,24.0,15,3,2018
2018-03-27,4560,321,1,Tuesday,96,24.0,13,3,2018
2018-03-28,4560,295,2,Wednesday,96,24.0,12,3,2018
2018-03-29,4560,125,3,Thursday,96,24.0,5,3,2018
2018-03-30,4560,0,4,Friday,96,24.0,0,3,2018
2018-03-31,4560,64,5,Saturday,96,24.0,2,3,2018
2018-04-01,4560,0,6,Sunday,96,24.0,0,4,2018
2018-04-02,4560,297,0,Monday,96,24.0,12,4,2018
2018-04-03,4560,325,1,Tuesday,96,24.0,13,4,2018
2018-04-04,4560,304,2,Wednesday,96,24.0,12,4,2018
2018-04-05,4560,294,3,Thursday,96,24.0,12,4,2018
2018-04-06,4560,320,4,Friday,96,24.0,13,4,2018
2018-04-07,4560,80,5,Saturday,96,24.0,3,4,2018
2018-04-08,4560,0,6,Sunday,96,24.0,0,4,2018
2018-04-09,4560,363,0,Monday,96,24.0,15,4,2018
2018-04-10,4560,293,1,Tuesday,96,24.0,12,4,2018
2018-04-11,4560,295,2,Wednesday,96,24.0,12,4,2018
2018-04-12,4560,374,3,Thursday,96,24.0,15,4,2018
2018-04-13,4560,324,4,Friday,96,24.0,13,4,2018
2018-04-14,4560,101,5,Saturday,96,24.0,4,4,2018
2018-04-15,4560,0,6,Sunday,96,24.0,0,4,2018
2018-04-16,4560,388,0,Monday,96,24.0,16,4,2018
2018-04-17,4560,346,1,Tuesday,96,24.0,14,4,2018
2018-04-18,4560,359,2,Wednesday,96,24.0,14,4,2018
2018-04-19,4560,317,3,Thursday,96,24.0,13,4,2018
2018-04-20,4560,307,4,Friday,96,24.0,12,4,2018
2018-04-21,4560,95,5,Saturday,96,24.0,3,4,2018
2018-04-22,4560,0,6,Sunday,96,24.0,0,4,2018
2018-04-23,4560,299,0,Monday,96,24.0,12,4,2018
2018-04-24,4560,298,1,Tuesday,96,24.0,12,4,2018
2018-04-25,4560,294,2,Wednesday,96,24.0,12,4,2018
2018-04-26,4560,319,3,Thursday,96,24.0,13,4,2018
2018-04-27,4560,272,4,Friday,96,24.0,11,4,2018
2018-04-28,4560,80,5,Saturday,96,24.0,3,4,2018
2018-04-29,4560,0,6,Sunday,96,24.0,0,4,2018
2018-04-30,4560,303,0,Monday,96,24.0,12,4,2018
2018-05-01,4560,0,1,Tuesday,96,24.0,0,5,2018
2018-05-02,4560,321,2,Wednesday,96,24.0,13,5,2018
2018-05-03,4560,338,3,Thursday,96,24.0,14,5,2018
2018-05-04,4560,308,4,Friday,96,24.0,12,5,2018
2018-05-05,4560,122,5,Saturday,96,24.0,5,5,2018
2018-05-06,4560,0,6,Sunday,96,24.0,0,5,2018
2018-05-07,4560,323,0,Monday,96,24.0,13,5,2018
2018-05-08,4560,327,1,Tuesday,96,24.0,13,5,2018
2018-05-09,4560,327,2,Wednesday,96,24.0,13,5,2018
2018-05-10,4560,330,3,Thursday,96,24.0,13,5,2018
2018-05-11,4560,331,4,Friday,96,24.0,13,5,2018
2018-05-12,4560,83,5,Saturday,96,24.0,3,5,2018
2018-05-13,4560,0,6,Sunday,96,24.0,0,5,2018
2018-05-14,4560,372,0,Monday,96,24.0,15,5,2018
2018-05-15,4560,344,1,Tuesday,96,24.0,14,5,2018
2018-05-16,4560,392,2,Wednesday,96,24.0,16,5,2018
2018-05-17,4560,332,3,Thursday,96,24.0,13,5,2018
2018-05-18,4560,319,4,Friday,96,24.0,13,5,2018
2018-05-19,4560,82,5,Saturday,96,24.0,3,5,2018
2018-05-20,4560,0,6,Sunday,96,24.0,0,5,2018
2018-05-21,4560,368,0,Monday,96,24.0,15,5,2018
2018-05-22,4560,318,1,Tuesday,96,24.0,13,5,2018
2018-05-23,4560,351,2,Wednesday,96,24.0,14,5,2018
2018-05-24,4560,325,3,Thursday,96,24.0,13,5,2018
2018-05-25,4560,297,4,Friday,96,24.0,12,5,2018
2018-05-26,4560,87,5,Saturday,96,24.0,3,5,2018
2018-05-27,4560,0,6,Sunday,96,24.0,0,5,2018
2018-05-28,4560,311,0,Monday,96,24.0,12,5,2018
2018-05-29,4560,335,1,Tuesday,96,24.0,13,5,2018
2018-05-30,4560,253,2,Wednesday,96,24.0,10,5,2018
2018-05-31,4560,289,3,Thursday,96,24.0,12,5,2018
2018-06-01,4560,235,4,Friday,96,24.0,9,6,2018
2018-06-02,4560,57,5,Saturday,96,24.0,2,6,2018
2018-06-03,4560,0,6,Sunday,96,24.0,0,6,2018
2018-06-04,4560,303,0,Monday,96,24.0,12,6,2018
2018-06-05,4560,290,1,Tuesday,96,24.0,12,6,2018
2018-06-06,4560,297,2,Wednesday,96,24.0,12,6,2018
2018-06-07,4560,289,3,Thursday,96,24.0,12,6,2018
2018-06-08,4560,299,4,Friday,96,24.0,12,6,2018
2018-06-09,4560,66,5,Saturday,96,24.0,2,6,2018
2018-06-10,4560,0,6,Sunday,96,24.0,0,6,2018
2018-06-11,4560,344,0,Monday,96,24.0,14,6,2018
2018-06-12,4560,358,1,Tuesday,96,24.0,14,6,2018
2018-06-13,4560,343,2,Wednesday,96,24.0,14,6,2018
2018-06-14,4560,311,3,Thursday,96,24.0,12,6,2018
2018-06-15,4560,306,4,Friday,96,24.0,12,6,2018
2018-06-16,4560,62,5,Saturday,96,24.0,2,6,2018
2018-06-17,4560,0,6,Sunday,96,24.0,0,6,2018
2018-06-18,4560,394,0,Monday,96,24.0,16,6,2018
2018-06-19,4560,429,1,Tuesday,96,24.0,17,6,2018
2018-06-20,4560,718,2,Wednesday,96,24.0,29,6,2018
2018-06-21,4560,574,3,Thursday,96,24.0,23,6,2018
2018-06-22,4560,537,4,Friday,96,24.0,22,6,2018
2018-06-23,4560,102,5,Saturday,96,24.0,4,6,2018
2018-06-24,4560,0,6,Sunday,96,24.0,0,6,2018
2018-06-25,4560,505,0,Monday,96,24.0,21,6,2018
2018-06-26,4560,482,1,Tuesday,96,24.0,20,6,2018
2018-06-27,4560,482,2,Wednesday,96,24.0,20,6,2018
2018-06-28,4560,468,3,Thursday,96,24.0,19,6,2018
2018-06-29,4560,403,4,Friday,96,24.0,16,6,2018
2018-06-30,4560,132,5,Saturday,96,24.0,5,6,2018
2018-07-01,4560,0,6,Sunday,96,24.0,0,7,2018
2018-07-02,4560,565,0,Monday,96,24.0,23,7,2018
2018-07-03,4560,487,1,Tuesday,96,24.0,20,7,2018
2018-07-04,4560,495,2,Wednesday,96,24.0,20,7,2018
2018-07-05,4560,390,3,Thursday,96,24.0,16,7,2018
2018-07-06,4560,385,4,Friday,96,24.0,16,7,2018
2018-07-07,4560,83,5,Saturday,96,24.0,3,7,2018
2018-07-08,4560,0,6,Sunday,96,24.0,0,7,2018
2018-07-09,4560,484,0,Monday,96,24.0,20,7,2018
2018-07-10,4560,467,1,Tuesday,96,24.0,19,7,2018
2018-07-11,4560,539,2,Wednesday,96,24.0,22,7,2018
2018-07-12,4560,612,3,Thursday,96,24.0,25,7,2018
2018-07-13,4560,397,4,Friday,96,24.0,16,7,2018
2018-07-14,4560,107,5,Saturday,96,24.0,4,7,2018
2018-07-15,4560,0,6,Sunday,96,24.0,0,7,2018
2018-07-16,4560,500,0,Monday,96,24.0,20,7,2018
2018-07-17,4560,419,1,Tuesday,96,24.0,17,7,2018
2018-07-18,4560,405,2,Wednesday,96,24.0,16,7,2018
2018-07-19,4560,361,3,Thursday,96,24.0,15,7,2018
2018-07-20,4560,346,4,Friday,96,24.0,14,7,2018
2018-07-21,4560,101,5,Saturday,96,24.0,4,7,2018
2018-07-22,4560,0,6,Sunday,96,24.0,0,7,2018
2018-07-23,4560,422,0,Monday,96,24.0,17,7,2018
2018-07-24,4560,372,1,Tuesday,96,24.0,15,7,2018
2018-07-25,4560,328,2,Wednesday,96,24.0,13,7,2018
2018-07-26,4560,406,3,Thursday,96,24.0,16,7,2018
2018-07-27,4560,257,4,Friday,96,24.0,10,7,2018
2018-07-28,4560,76,5,Saturday,96,24.0,3,7,2018
2018-07-29,4560,0,6,Sunday,96,24.0,0,7,2018
2018-07-30,4560,356,0,Monday,96,24.0,14,7,2018
2018-07-31,4560,327,1,Tuesday,96,24.0,13,7,2018
2018-08-01,4560,314,2,Wednesday,96,24.0,13,8,2018
2018-08-02,4560,313,3,Thursday,96,24.0,13,8,2018
2018-08-03,4560,293,4,Friday,96,24.0,12,8,2018
2018-08-04,4560,74,5,Saturday,96,24.0,3,8,2018
2018-08-05,4560,0,6,Sunday,96,24.0,0,8,2018
2018-08-06,4560,339,0,Monday,96,24.0,14,8,2018
2018-08-07,4560,283,1,Tuesday,96,24.0,11,8,2018
2018-08-08,4560,255,2,Wednesday,96,24.0,10,8,2018
2018-08-09,4560,277,3,Thursday,96,24.0,11,8,2018
2018-08-10,4560,281,4,Friday,96,24.0,11,8,2018
2018-08-11,4560,63,5,Saturday,96,24.0,2,8,2018
2018-08-12,4560,0,6,Sunday,96,24.0,0,8,2018
2018-08-13,4560,324,0,Monday,96,24.0,13,8,2018
2018-08-14,4560,300,1,Tuesday,96,24.0,12,8,2018
2018-08-15,4560,0,2,Wednesday,96,24.0,0,8,2018
2018-08-16,4560,295,3,Thursday,96,24.0,12,8,2018
2018-08-17,4560,233,4,Friday,96,24.0,9,8,2018
2018-08-18,4560,95,5,Saturday,96,24.0,3,8,2018
2018-08-19,4560,0,6,Sunday,96,24.0,0,8,2018
2018-08-20,4560,304,0,Monday,96,24.0,12,8,2018
2018-08-21,4560,228,1,Tuesday,96,24.0,9,8,2018
2018-08-22,4560,239,2,Wednesday,96,24.0,9,8,2018
2018-08-23,4560,256,3,Thursday,96,24.0,10,8,2018
2018-08-24,4560,213,4,Friday,96,24.0,8,8,2018
2018-08-25,4560,54,5,Saturday,96,24.0,2,8,2018
2018-08-26,4560,0,6,Sunday,96,24.0,0,8,2018
2018-08-27,4560,308,0,Monday,96,24.0,12,8,2018
2018-08-28,4560,269,1,Tuesday,96,24.0,11,8,2018
2018-08-29,4560,237,2,Wednesday,96,24.0,9,8,2018
2018-08-30,4560,251,3,Thursday,96,24.0,10,8,2018
2018-08-31,4560,246,4,Friday,96,24.0,10,8,2018
2018-09-01,4560,66,5,Saturday,96,24.0,2,9,2018
2018-09-02,4560,0,6,Sunday,96,24.0,0,9,2018
2018-09-03,4560,290,0,Monday,96,24.0,12,9,2018
2018-09-04,4560,252,1,Tuesday,96,24.0,10,9,2018
2018-09-05,4560,277,2,Wednesday,96,24.0,11,9,2018
2018-09-06,4560,296,3,Thursday,96,24.0,12,9,2018
2018-09-07,4560,307,4,Friday,96,24.0,12,9,2018
