Date,Interval,Calls,day_of_week,#_day_of_week,#_intervals,#_int_in_hour,Calls\hours,Month,Year,dataNorm,dataNorm2,first_diff,first_diff2
2010-01-21,4560,16000,Thursday,3,96,24.0,666,1,2010,0.8995333670658346,0.38161826370930974,-0.02355653005003655,-0.08268593159335674
2010-01-22,4560,17575,Friday,4,96,24.0,732,1,2010,0.9880811828863777,0.7899386508564948,0.08854781582054305,0.4083203871471851
2010-01-23,4560,10495,Saturday,5,96,24.0,437,1,2010,0.5900376679597459,-0.8945928415020813,-0.3980435149266318,-1.6845314923585761
2010-01-24,4560,6677,Sunday,6,96,24.0,278,1,2010,0.3753865182436611,-1.8616949538399439,-0.2146511497160848,-0.9671021123378626
2010-01-25,4560,18264,Monday,0,96,24.0,761,1,2010,1.0268173385056503,0.8854526634942091,0.6514308202619892,2.747147617334153
2010-01-26,4560,16612,Tuesday,1,96,24.0,692,1,2010,0.9339405183561028,0.47257332072153596,-0.09287682014954746,-0.4128793427726732
2010-01-27,4560,16755,Wednesday,2,96,24.0,698,1,2010,0.9419800978242536,0.49169831337485415,0.008039579468150815,0.019124992653318185
2010-01-28,4560,16805,Thursday,3,96,24.0,700,1,2010,0.9447911395963344,0.47093348492653553,0.0028110417720808023,-0.020764828448318617
2010-01-29,4560,19034,Friday,4,96,24.0,793,1,2010,1.0701073817956934,0.8935368685106437,0.125316242199359,0.4226033835841082
2010-01-30,4560,11865,Saturday,5,96,24.0,494,1,2010,0.667060212514758,-0.7497013792282087,-0.4030471692809354,-1.6432382477388523
2010-01-31,4560,7222,Sunday,6,96,24.0,300,1,2010,0.4060268735593411,-1.9048402457777862,-0.2610333389554169,-1.1551388665495774
2010-02-01,4560,18693,Monday,0,96,24.0,778,2,2010,1.0509360769101028,0.8013163685713073,0.6449092033507617,2.7061566143490934
2010-02-02,4560,17754,Tuesday,1,96,24.0,739,2,2010,0.9981447124304267,0.5321931539955205,-0.05279136447967614,-0.2691232145757868
2010-02-03,4560,17616,Wednesday,2,96,24.0,734,2,2010,0.9903862371394839,0.46605720501880465,-0.007758475290942757,-0.06613594897671582
2010-02-04,4560,17290,Thursday,3,96,24.0,720,2,2010,0.9720582447855175,0.3737665307756178,-0.018327992353966427,-0.09229067424318688
2010-02-05,4560,19441,Friday,4,96,24.0,810,2,2010,1.0929892618204307,0.8372774578607872,0.12093101703491316,0.46351092708516944
2010-02-06,4560,11678,Saturday,5,96,24.0,486,2,2010,0.656546916287176,-0.8875372504043798,-0.43644234553325467,-1.724814708265167
2010-02-07,4560,7134,Sunday,6,96,24.0,297,2,2010,0.401079440040479,-1.8833128259657708,-0.25546747624669697,-0.995775575561391
2010-02-08,4560,17820,Monday,0,96,24.0,742,2,2010,1.0018552875695732,0.5150600604166131,0.6007758475290942,2.3983728863823837
2010-02-09,4560,17276,Tuesday,1,96,24.0,719,2,2010,0.9712711530893349,0.41127471803232557,-0.030584134480238334,-0.10378534238428755
2010-02-10,4560,17355,Wednesday,2,96,24.0,723,2,2010,0.9757125990892225,0.439699106835611,0.0044414459998876055,0.028424388803285405
2010-02-11,4560,16863,Thursday,3,96,24.0,702,2,2010,0.948051948051948,0.34351242703304485,-0.027660651037274442,-0.09618667980256612
2010-02-12,4560,18659,Friday,4,96,24.0,777,2,2010,1.049024568505088,0.802359781052836,0.10097262045314004,0.45884735401979115
2010-02-13,4560,11397,Saturday,5,96,24.0,474,2,2010,0.6407488615280823,-0.8913754650419152,-0.40827570697700577,-1.6937352460947512
2010-02-14,4560,7856,Sunday,6,96,24.0,327,2,2010,0.4416708832293248,-1.8384280826463464,-0.1990779782987575,-0.9470526176044312
2010-02-15,4560,17424,Monday,0,96,24.0,726,2,2010,0.9795918367346939,0.5378461633418795,0.5379209535053691,2.376274245988226
